0.07089992,0.06003719,0.03101446,0.07025890,0.02417432,0.01187603,0.05095803,0.00210976,0.00476142,0.03142015,-0.00812785,-0.00989067,0.00994860,0.01039479,-0.02086108,0.01410671,-0.02170256,0.00603709,0.00256303,-0.03535836,-0.02075112,0.01438444,-0.02358637,-0.02839530,0.02586988,-0.00741024,-0.02642060,-0.00111010,-0.00440190,0.00492904,-0.01837582,-0.01791386,-0.02862668,0.00325428,-0.00667486,-0.04085568,0.00793994,0.00534211,-0.03348451,-0.01195770,0.01394360,-0.00322182,-0.01671913,0.00204793,-0.03566860,0.00346920,0.00841589,-0.04284383,0.01576192,0.01574050,-0.03699826,-0.00684073,0.03641675,-0.00988880,-0.03104167,0.02281487,-0.01718501,-0.05406371,0.01291438,-0.02687309,-0.06484506,0.00131788,-0.03806355
-0.01485534,0.09409662,0.04927625,0.01232742,0.07618816,0.01992940,0.03727023,0.06174279,0.00040669,0.06676613,0.04507687,-0.02006145,0.09139089,0.03044621,-0.03084345,0.02490032,-0.00142567,-0.00642077,0.02970048,-0.03007761,-0.01518396,0.03010240,-0.05082170,-0.02359401,0.02771760,-0.07276916,-0.03870476,0.00343380,-0.00458858,0.00194059,-0.00445153,-0.01719566,-0.03287445,-0.00218158,0.01038380,-0.03589545,0.00752742,0.01365233,-0.00333533,-0.01760474,-0.00195701,0.00453731,-0.02310158,-0.00095036,-0.02731365,-0.01551309,0.02373149,-0.02343658,-0.00940685,0.02721041,0.00499619,-0.03892304,0.01639330,0.00977216,-0.04053997,0.00549176,-0.01071261,-0.03533969,0.01969339,-0.02026358,-0.02833973,0.02783749,-0.00653157
0.08280820,0.03185784,0.01513654,0.06646622,-0.00294025,0.00097650,0.04419390,-0.02822780,-0.00667712,0.01687850,-0.04850775,-0.01672895,-0.00662581,-0.03701094,-0.02230534,0.00512297,-0.02565433,0.00280993,-0.02616310,-0.03098539,-0.00152145,-0.04936839,-0.03098715,-0.00976953,-0.07207140,-0.02761803,-0.02905953,-0.00309871,-0.00324598,0.00492355,-0.02030494,-0.00312811,-0.02588086,0.00446766,0.00097215,-0.03939908,0.02187356,0.00495052,-0.02324339,-0.00458055,0.01651852,-0.00106401,-0.01085366,0.01817042,-0.02915969,0.01233434,0.01643983,-0.03491190,0.02945411,0.01934374,-0.02476175,0.00639304,0.03966731,-0.00592627,-0.00604058,0.03932919,-0.02298390,0.00816854,0.03442807,-0.03212309,0.02583569,0.03176419,-0.02530510
-0.02476145,0.08893760,-0.01292834,0.01070017,0.07361661,-0.02493172,0.03308013,0.05172787,-0.03323763,0.03130306,0.02079517,-0.04261933,-0.00016399,0.00491330,-0.03564901,0.02890159,0.00349725,-0.00056897,0.02976694,-0.02609608,-0.00045482,0.03026683,-0.05101617,-0.00645341,0.02880778,-0.06820469,-0.02645072,0.00297833,-0.00379274,0.00743956,0.00611202,-0.03397673,-0.01477145,0.00492872,-0.02274587,-0.03908290,0.00772010,-0.00537775,-0.04465120,-0.01925063,-0.00461039,0.00168123,-0.01688538,-0.02675266,-0.01939890,-0.01400497,-0.01748543,-0.03715406,-0.01232812,0.00165246,-0.03921631,-0.04202338,0.00777678,-0.00503300,-0.03967795,-0.01400892,-0.01554241,-0.03342898,-0.01602327,-0.03448715,-0.03218928,0.00051542,-0.03968345
0.04753479,0.06988560,-0.01825408,0.05296507,0.03189781,-0.02720438,0.04051115,-0.00137812,-0.03405137,0.01997651,-0.03139452,-0.03339693,0.00005096,-0.05630707,-0.02757426,0.01509616,-0.02419015,-0.00084545,-0.00483813,-0.04681649,-0.00318869,-0.02189220,-0.06125651,-0.00818717,-0.04345904,-0.07217211,-0.03461407,-0.00033169,-0.00510704,0.00768858,-0.01734749,-0.02099262,-0.02110344,-0.00490976,-0.00814009,-0.03770434,0.00876761,0.00229209,-0.02899261,-0.01288376,0.01403841,0.00109091,-0.02109798,0.00681238,-0.02756251,0.00052905,0.02096394,-0.03652458,0.01606985,0.03092235,-0.02378775,-0.01956128,0.04080459,-0.00650136,-0.02638231,0.03049834,-0.02531117,-0.00968929,0.03493340,-0.03804219,0.00375350,0.04555232,-0.02346034
-0.01122003,0.08481726,0.02229191,0.01699183,0.06327757,-0.00093078,0.02675557,0.03410891,-0.01625312,0.02074089,0.00698111,-0.03114934,0.00222268,-0.01509560,-0.03157162,0.02448029,-0.00691869,-0.00290796,0.03234939,-0.03434249,-0.00980370,0.03868572,-0.05651136,-0.00972077,0.04047795,-0.07714754,-0.02476595,0.00228861,-0.00564742,0.00559042,-0.00118457,-0.04221117,-0.00681281,-0.00619554,-0.06677553,-0.02453903,-0.00714143,-0.09166877,-0.03558872,-0.01618796,0.00247575,0.00312236,-0.01697773,-0.00559244,-0.02445277,-0.00983992,0.01898713,-0.03097514,-0.00500563,0.03802672,-0.02400323,-0.03634956,0.01801588,0.00185759,-0.03529360,0.01040779,-0.01633231,-0.02431513,0.02444107,-0.02307014,-0.01881461,0.03989645,-0.01345922
-0.00179547,0.08985464,-0.00048996,0.02370758,0.06318867,-0.02054097,0.02562939,0.03133747,-0.03539968,0.00610959,0.00709473,-0.04400614,-0.02010380,-0.00662535,-0.03899807,0.02245145,-0.00400401,-0.00675557,0.02724202,-0.02201961,-0.03013167,0.02877635,-0.01122332,-0.04572502,0.02465862,0.01399509,-0.05655764,0.00159912,-0.00265242,0.00647643,0.00224490,-0.02849244,-0.02533948,0.00251260,-0.00710167,-0.04621483,0.00710892,0.01071759,-0.04527221,-0.01723207,0.00070875,0.00487549,-0.01966344,-0.01853601,-0.02365446,-0.01485013,-0.00268852,-0.04587486,-0.00686901,0.01887916,-0.04351352,-0.03623649,0.01928788,0.00252027,-0.02971243,0.00682328,-0.01854806,-0.02552634,0.01536331,-0.04141819,-0.02411009,0.03136773,-0.04138257
-0.00256926,0.10018753,-0.00039769,0.02384030,0.07463214,-0.01603894,0.03661897,0.04236848,-0.02225735,0.01022918,0.02044904,-0.03011276,-0.02464268,0.01196871,-0.01966815,0.03277463,-0.00277970,0.00341636,0.02874069,-0.02759319,-0.02657020,0.02147051,-0.01421111,-0.03217651,0.01951947,0.00188224,-0.03274662,0.00104460,-0.00770050,0.00182825,-0.00401701,-0.03734049,-0.02408745,-0.00014909,-0.00769170,-0.04585418,0.00667843,-0.00153857,-0.02768828,-0.01412252,0.00569241,-0.00192995,-0.01839181,-0.02812062,-0.02340041,-0.00923512,-0.00402108,-0.03333069,-0.00660815,0.00645070,-0.02622122,-0.03198173,0.02317468,0.00000344,-0.03665923,0.00163494,-0.01990915,-0.02879611,0.00574371,-0.03290609,-0.02973433,0.02235169,-0.03211442
-0.00682907,0.08472635,0.03843175,0.01974522,0.06408962,0.01404777,0.03219322,0.03609039,-0.00006116,0.02698051,0.00971039,-0.02031024,0.00960701,-0.01280555,-0.02904158,0.02052462,-0.00694409,-0.00009043,0.02691142,-0.03519142,-0.00359270,0.03151915,-0.05838015,-0.00741320,0.03162972,-0.07798655,-0.02721878,0.00094625,-0.00451454,0.00535836,0.00045093,-0.04218365,-0.00746689,-0.00325621,-0.06787582,-0.02365597,-0.00342619,-0.09437930,-0.03662752,-0.01271252,0.00252486,0.00127501,-0.01880997,-0.00850057,-0.02768703,-0.00859808,0.01698374,-0.03476757,-0.00261084,0.03682663,-0.02913722,-0.03132109,0.02052418,-0.00102227,-0.03366563,0.00789605,-0.02115990,-0.02180049,0.02446321,-0.02543499,-0.01832740,0.03701556,-0.01550050
0.02238566,0.02643578,0.07509243,0.01649306,-0.00626365,0.04458337,-0.00009730,-0.02478979,0.03785427,-0.01189088,-0.04374298,0.01153084,-0.02275187,-0.05277990,0.00500040,0.00215961,-0.02879610,0.00050932,-0.00647162,-0.02771376,-0.02644173,-0.00805642,-0.01830965,-0.02878901,-0.00549395,-0.00735382,-0.04143030,0.00097310,-0.00483863,-0.00208599,-0.02381284,0.00631774,-0.02037936,-0.01402085,0.01410648,-0.02566305,0.00246265,0.02736549,-0.01865141,-0.00145420,0.02013760,0.00151057,-0.02128370,0.02391127,-0.01583683,-0.01069227,0.03032257,-0.01037630,0.00675144,0.04014081,-0.00383197,0.00227577,0.03957961,0.00717462,-0.01382026,0.03945092,-0.00102287,-0.00701437,0.04951047,0.00499807,0.01071288,0.05404796,0.00731553
0.04126162,0.08757960,0.00916258,0.05030086,0.05396615,-0.00507210,0.04282168,0.02065645,-0.01343706,0.02190874,-0.00781832,-0.02202163,-0.00720637,-0.01440412,-0.02153867,0.02101965,-0.01553012,0.00139679,0.00957066,-0.03629538,-0.01305830,0.00733202,-0.03241981,-0.02679436,0.01182156,-0.01297736,-0.04329389,-0.00030660,-0.00522691,0.00551857,-0.01491344,-0.02716792,-0.02623746,-0.00077740,-0.00921419,-0.04070742,0.00453636,0.00044378,-0.03077960,-0.01595117,0.00850558,-0.00057837,-0.02304944,-0.01085679,-0.02696432,-0.00949172,0.00127147,-0.03771440,0.00358161,0.01653146,-0.03632881,-0.02197085,0.03173094,-0.00527522,-0.04165833,0.00864667,-0.00797682,-0.06175296,-0.00579053,-0.01807662,-0.07456814,-0.01387906,-0.03063937
